tourney_pk,tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
2018-W-WITF-ITA-05A-201825201810312Santa Margherita Di Pula $25K,2018-W-WITF-ITA-05A-2018,201810312,Santa Margherita Di Pula $25K,Clay,32,25,3633,640523.38
2019-W-ITF-BEL-01A-201915201930729W15 Knokke,2019-W-ITF-BEL-01A-2019,201930729,W15 Knokke,Clay,32,15,3460,566939.36
2019-W-ITF-TUR-33A-201915201941125W15 Antalya,2019-W-ITF-TUR-33A-2019,201941125,W15 Antalya,Hard,32,15,3414,803403.14
2020-M-DC-2020-WG1-PO-NOR-BAR-01D202010306Davis Cup WG1 PO: NOR vs BAR,2020-M-DC-2020-WG1-PO-NOR-BAR-01,202010306,Davis Cup WG1 PO: NOR vs BAR,Hard,4,D,410,81730.77
2019-W-ITF-FRA-11A-201980201930715W80 Biarritz,2019-W-ITF-FRA-11A-2019,201930715,W80 Biarritz,Clay,32,80,3979,889793.35
2016-W-FC-2016-G2-AM-B-M-DOM-PUR-01D201610205Fed Cup G2 RR: DOM vs PUR,2016-W-FC-2016-G2-AM-B-M-DOM-PUR-01,201610205,Fed Cup G2 RR: DOM vs PUR,,2,D,223,44508.54
2018-0360A201820409Marrakech,2018-0360,201820409,Marrakech,Clay,32,A,4975,1076272.11
2016-M035A201630718Washington,2016-M035,201630718,Washington,Hard,64,A,7011,1349469.6
2020-5047C202010113Bangkok CH,2020-5047,202010113,Bangkok CH,Hard,64,C,10034,1812873.31
2016-W-C10-TUN-30A-201610201641107Hammamet $10K,2016-W-C10-TUN-30A-2016,201641107,Hammamet $10K,Clay,32,10,1748,334818.88
2019-0528I201941007Linz,2019-0528,201941007,Linz,Hard,32,I,3825,995789.25
2018-1763C201830903Genova CH,2018-1763,201830903,Genova CH,Clay,32,C,4084,810632.6
2016-W-C25-USA-18A-201625201630912Lubbock TX $25K,2016-W-C25-USA-18A-2016,201630912,Lubbock TX $25K,Hard,32,25,2755,653687.32
2017-W-WITF-TUN-04A-201715201710130Hammamet $15K,2017-W-WITF-TUN-04A-2017,201710130,Hammamet $15K,Clay,32,15,4176,823411.08
2016-W-C50-GBR-02A-201650201620606Surbiton $50K,2016-W-C50-GBR-02A-2016,201620606,Surbiton $50K,Grass,32,50,4468,954895.64
2016-1090I201620530Bol,2016-1090,201620530,Bol,Clay,32,I,3705,624797.56
2018-W-WITF-KAZ-08A-201825201830827Almaty $25K,2018-W-WITF-KAZ-08A-2018,201830827,Almaty $25K,Clay,32,25,2109,361340.78
2017-W-WITF-CAN-02A-201715201720619Victoria BC $15K,2017-W-WITF-CAN-02A-2017,201720619,Victoria BC $15K,Hard,32,15,3218,660708.35
2018-M-DC-2018-G1-EPA-M-BIH-SVK-01D201820406Davis Cup G1 R2: BIH vs SVK,2018-M-DC-2018-G1-EPA-M-BIH-SVK-01,201820406,Davis Cup G1 R2: BIH vs SVK,Clay,4,D,475,88199.99
2016-W-C10-ESP-02A-201610201610222Palmanova $10K,2016-W-C10-ESP-02A-2016,201610222,Palmanova $10K,Clay,32,10,1816,398234.45
2017-W-FC-2017-G2-EPA-REL-EGY-RSA-01D201720422Fed Cup G2 REL: EGY vs RSA,2017-W-FC-2017-G2-EPA-REL-EGY-RSA-01,201720422,Fed Cup G2 REL: EGY vs RSA,Hard,2,D,185,37808.98
2019-W-FC-2019-G2-EPA-B-M-ISR-RSA-01D201910207Fed Cup G2 RR: ISR vs RSA,2019-W-FC-2019-G2-EPA-B-M-ISR-RSA-01,201910207,Fed Cup G2 RR: ISR vs RSA,Hard,2,D,211,39432.25
2016-W-FC-2016-G2-AO-B-M-INA-PAK-01D201620414Fed Cup G2 RR: INA vs PAK,2016-W-FC-2016-G2-AO-B-M-INA-PAK-01,201620414,Fed Cup G2 RR: INA vs PAK,Hard,2,D,183,36019.73
2020-8382C202041123Sao Paulo CH,2020-8382,202041123,Sao Paulo CH,Clay,32,C,2976,550371.84
2017-7496C201710306Zhuhai CH,2017-7496,201710306,Zhuhai CH,Hard,32,C,678,121252.68
2016-M009P201620509Rome,2016-M009,201620509,Rome,Clay,64,P,6619,1641361.51
2016-W-C10-CZE-04A-201610201630912Ricany $10K,2016-W-C10-CZE-04A-2016,201630912,Ricany $10K,Clay,32,10,4263,558052.12
2017-W-WITF-FIN-03A-201715201741113Helsinki $15K,2017-W-WITF-FIN-03A-2017,201741113,Helsinki $15K,Hard,32,15,2748,586611.71
2019-W-ITF-AUT-01B-201925201930909W25 St Poelten,2019-W-ITF-AUT-01B-2019,201930909,W25 St Poelten,Clay,32,25,2914,651442.27
2020-W-FC-2020-G2-AO-B-B-M-THA-PHI-01D202010206Fed Cup G2 RR: THA vs PHI,2020-W-FC-2020-G2-AO-B-B-M-THA-PHI-01,202010206,Fed Cup G2 RR: THA vs PHI,Hard,2,D,245,49772.7
2018-W-WITF-TUN-17A-201815201820507Hammamet $15K,2018-W-WITF-TUN-17A-2018,201820507,Hammamet $15K,Clay,32,15,2719,561024.65
2018-0363C201841105Knoxville CH,2018-0363,201841105,Knoxville CH,Hard,32,C,1647,351320.53
2020-W-ITF-TUN-08A-202015202010224W15 Monastir,2020-W-ITF-TUN-08A-2020,202010224,W15 Monastir,Hard,32,15,2798,474687.92
2020-W-FC-2020-G2-AO-B-A-M-PAK-MGL-01D202010204Fed Cup G2 RR: PAK vs MGL,2020-W-FC-2020-G2-AO-B-A-M-PAK-MGL-01,202010204,Fed Cup G2 RR: PAK vs MGL,Hard,2,D,197,37118.03
2019-W-ITF-TUN-39A-201915201930923W15 Tabarka,2019-W-ITF-TUN-39A-2019,201930923,W15 Tabarka,Clay,32,15,3727,911506.29
2016-W-C10-TUR-11A-201610201610314Antalya $10K,2016-W-C10-TUR-11A-2016,201610314,Antalya $10K,Clay,32,10,2935,677786.0
2018-W-WITF-TUN-07A-201815201810219Hammamet $15K,2018-W-WITF-TUN-07A-2018,201810219,Hammamet $15K,Clay,32,15,4691,848677.82
2016-W-C10-TUR-27A-201610201630704Buca Izmir $10K,2016-W-C10-TUR-27A-2016,201630704,Buca Izmir $10K,Hard,32,10,3003,644901.91
2016-W-C10-ITA-21A-201610201641114Solarino $10K,2016-W-C10-ITA-21A-2016,201641114,Solarino $10K,Carpet,32,10,3458,691310.57
2020-W-ITF-FRA-05A-202025202010224W25 Macon,2020-W-ITF-FRA-05A-2020,202010224,W25 Macon,Hard,32,25,3300,773067.58
2017-6626C201710227Yokohama CH,2017-6626,201710227,Yokohama CH,Hard,32,C,3600,596228.71
2018-W-WITF-TUR-37A-201815201841203Antalya $15K,2018-W-WITF-TUR-37A-2018,201841203,Antalya $15K,Hard,32,15,4707,896518.97
2016-W-C25-USA-06A-201625201610321Naples FL $25K,2016-W-C25-USA-06A-2016,201610321,Naples FL $25K,Clay,32,25,3590,783064.92
2017-W-WITF-USA-17A-201725201720605Bethany Beach DE $25K,2017-W-WITF-USA-17A-2017,201720605,Bethany Beach DE $25K,Clay,32,25,2190,452713.13
2016-7333C201641010Ho Chi Minh CH,2016-7333,201641010,Ho Chi Minh CH,Hard,32,C,3062,662464.55
2021-9496C202120503Biella 5 CH,2021-9496,202120503,Biella 5 CH,Clay,32,C,3052,595809.69
2018-W-WITF-GRE-01A-201815201810226Heraklion $15K,2018-W-WITF-GRE-01A-2018,201810226,Heraklion $15K,Clay,32,15,2951,598480.87
2020-1096I202010210Hua Hin,2020-1096,202010210,Hua Hin,Hard,32,I,2245,432656.08
2019-M-DC-2019-FLS-D-M-BEL-AUS-01D201941120Davis Cup Finals RR: BEL vs AUS,2019-M-DC-2019-FLS-D-M-BEL-AUS-01,201941120,Davis Cup Finals RR: BEL vs AUS,Hard,4,D,442,91331.93
2016-W-C10-TUN-13A-201610201620404Hammamet $10K,2016-W-C10-TUN-13A-2016,201620404,Hammamet $10K,Clay,32,10,2921,621941.84
2016-W-C25-CHI-02A-201625201641128Santiago $25K,2016-W-C25-CHI-02A-2016,201641128,Santiago $25K,Clay,32,25,3543,813928.07
2018-W-FC-2018-G2-AO-C-M-POC-IRI-01D201810206Fed Cup G2 RR: POC vs IRI,2018-W-FC-2018-G2-AO-C-M-POC-IRI-01,201810206,Fed Cup G2 RR: POC vs IRI,Hard,2,D,205,40998.68
2018-W-WITF-TUN-20A-201815201820528Hammamet $15K,2018-W-WITF-TUN-20A-2018,201820528,Hammamet $15K,Clay,32,15,3894,645818.41
2020-M056A202010113Adelaide,2020-M056,202010113,Adelaide,Hard,32,A,3248,634762.43
2017-W-WITF-CHN-08A-201725201720515Qujing $25K,2017-W-WITF-CHN-08A-2017,201720515,Qujing $25K,Hard,32,25,3165,615890.66
2018-W-WITF-EGY-09A-201815201810312Sharm El Sheikh $15K,2018-W-WITF-EGY-09A-2018,201810312,Sharm El Sheikh $15K,Hard,32,15,3240,644855.17
2019-W-ITF-JPN-08A-201925201920408W25 Osaka,2019-W-ITF-JPN-08A-2019,201920408,W25 Osaka,Hard,32,25,3157,696376.23
2020-W-ITF-ESP-02A-202015202010127W15 Manacor,2020-W-ITF-ESP-02A-2020,202010127,W15 Manacor,Hard,32,15,3401,737523.36
2017-0637C201741113Champaign CH,2017-0637,201741113,Champaign CH,Hard,32,C,2682,569603.11
2018-7911C201820430Puerto Vallarta CH,2018-7911,201820430,Puerto Vallarta CH,Hard,32,C,2235,397363.34
2017-W-FC-2017-G2-AM-C-M-PUR-HON-01D201730720Fed Cup G2 RR: PUR vs HON,2017-W-FC-2017-G2-AM-C-M-PUR-HON-01,201730720,Fed Cup G2 RR: PUR vs HON,,2,D,156,32090.23
2019-W-ITF-EGY-01A-201915201910121W15 Sharm El Sheikh,2019-W-ITF-EGY-01A-2019,201910121,W15 Sharm El Sheikh,Hard,32,15,4442,1002640.14
2017-7015C201720529Vicenza CH,2017-7015,201720529,Vicenza CH,Clay,32,C,2798,486345.03
2016-W-C25-AUS-09A-201625201641003Toowoomba $25K,2016-W-C25-AUS-09A-2016,201641003,Toowoomba $25K,Hard,32,25,3047,633295.72
2016-W-FC-2016-G1-EPA-C-M-EST-ISR-01D201610204Fed Cup G1 RR: EST vs ISR,2016-W-FC-2016-G1-EPA-C-M-EST-ISR-01,201610204,Fed Cup G1 RR: EST vs ISR,Hard,2,D,130,25976.27
2017-W-WITF-EGY-01A-201715201710116Cairo $15K,2017-W-WITF-EGY-01A-2017,201710116,Cairo $15K,Clay,32,15,3940,688778.65
2019-1072I201941216Limoges,2019-1072,201941216,Limoges,Hard,32,I,3886,750708.5
2016-W-C10-TUN-14A-201610201620411Hammamet $10K,2016-W-C10-TUN-14A-2016,201620411,Hammamet $10K,Clay,32,10,2775,569591.37
2017-W-WITF-TUR-29A-201715201730828Antalya $15K,2017-W-WITF-TUR-29A-2017,201730828,Antalya $15K,Clay,32,15,3562,642583.44
2017-W-WITF-EGY-27A-201715201730925Sharm El Sheikh $15K,2017-W-WITF-EGY-27A-2017,201730925,Sharm El Sheikh $15K,Hard,32,15,2594,583237.13
2016-5067C201620418Savannah CH,2016-5067,201620418,Savannah CH,Clay,32,C,3434,609798.78
2019-W-ITF-POR-10A-201925201930701W25 Corroios Seixal,2019-W-ITF-POR-10A-2019,201930701,W25 Corroios Seixal,Hard,32,25,3152,500426.99
2018-7341C201841022Brest CH,2018-7341,201841022,Brest CH,Hard,32,C,4131,910152.87
2017-1048I201730724Bastad,2017-1048,201730724,Bastad,Clay,32,I,3451,671711.11
2020-W-ITF-TUN-01A-202015202010106W15 Monastir,2020-W-ITF-TUN-01A-2020,202010106,W15 Monastir,Hard,32,15,3490,765499.68
2017-7391C201741030Guayaquil CH,2017-7391,201741030,Guayaquil CH,Clay,32,C,4259,1031450.29
2019-7351C201920401Monterrey CH,2019-7351,201920401,Monterrey CH,Hard,64,C,7180,1412054.1
2016-0495A201610222Dubai,2016-0495,201610222,Dubai,Hard,32,A,3179,458867.95
2021-W-ITF-TUR-20A-202115202120517W15 Antalya,2021-W-ITF-TUR-20A-2021,202120517,W15 Antalya,Clay,32,15,2669,573615.34
2016-W-FC-2016-G1-EPA-C-M-CRO-ISR-01D201610205Fed Cup G1 RR: CRO vs ISR,2016-W-FC-2016-G1-EPA-C-M-CRO-ISR-01,201610205,Fed Cup G1 RR: CRO vs ISR,Hard,2,D,245,47716.33
2019-W-ITF-IND-02A-201925201941111W25 Gwalior,2019-W-ITF-IND-02A-2019,201941111,W25 Gwalior,Hard,32,25,3662,780886.19
2020-W-ITF-MRN-01A-202015202010113W15 Fort-de-France (Martinique),2020-W-ITF-MRN-01A-2020,202010113,W15 Fort-de-France (Martinique),Hard,32,15,2622,464397.17
2020-M-DC-2020-QLS-M-KAZ-NED-01D202010306Davis Cup QLS R1: KAZ vs NED,2020-M-DC-2020-QLS-M-KAZ-NED-01,202010306,Davis Cup QLS R1: KAZ vs NED,Hard,4,D,395,80875.23
2017-W-FC-2017-G1-AO-B-M-JPN-IND-01D201710210Fed Cup G1 RR: JPN vs IND,2017-W-FC-2017-G1-AO-B-M-JPN-IND-01,201710210,Fed Cup G1 RR: JPN vs IND,Hard,2,D,243,48825.23
2019-W-ITF-FIN-02A-201915201930729W15 Savitaipale,2019-W-ITF-FIN-02A-2019,201930729,W15 Savitaipale,Clay,32,15,4576,937451.44
2016-W-FC-2016-G1-EPA-PP5-8-POR-CRO-01D201610206Fed Cup G1 PM: POR vs CRO,2016-W-FC-2016-G1-EPA-PP5-8-POR-CRO-01,201610206,Fed Cup G1 PM: POR vs CRO,Hard,2,D,141,29633.2
2019-W-ITF-HKG-03A-201925201920408W25 Hong Kong,2019-W-ITF-HKG-03A-2019,201920408,W25 Hong Kong,Hard,32,25,3204,732900.09
2016-W-C10-GER-01A-201610201610111Stuttgart Stammheim $10K,2016-W-C10-GER-01A-2016,201610111,Stuttgart Stammheim $10K,Hard,32,10,2707,339010.56
2017-W-FC-2017-G1-EPA-C-M-GBR-POR-01D201710210Fed Cup G1 RR: GBR vs POR,2017-W-FC-2017-G1-EPA-C-M-GBR-POR-01,201710210,Fed Cup G1 RR: GBR vs POR,Hard,2,D,271,56430.44
2018-1797C201820430Ostrava CH,2018-1797,201820430,Ostrava CH,Clay,32,C,4327,758034.63
2017-7351C201741002Monterrey CH,2017-7351,201741002,Monterrey CH,Hard,32,C,2494,390505.71
2018-1049I201810101Auckland,2018-1049,201810101,Auckland,Hard,32,I,2033,408377.93
2016-W-C25-TUN-01A-201625201620509La Marsa $25K,2016-W-C25-TUN-01A-2016,201620509,La Marsa $25K,Clay,32,25,3287,738288.96
2021-1017P202130816Cincinnati,2021-1017,202130816,Cincinnati,Hard,64,P,8766,2246080.22
2021-W-ITF-ARG-02A-202125202110329W25 Villa Maria,2021-W-ITF-ARG-02A-2021,202110329,W25 Villa Maria,Clay,32,25,3721,673021.23
2021-W-ITF-TUR-06A-202115202110208W15 Antalya,2021-W-ITF-TUR-06A-2021,202110208,W15 Antalya,Clay,32,15,1815,372879.93
2016-3628C201630808Trnava CH,2016-3628,201630808,Trnava CH,Clay,32,C,3363,620719.95
2018-5047C201810101Bangkok CH,2018-5047,201810101,Bangkok CH,Hard,32,C,3179,582564.1
2020-W-ITF-USA-40A-202080202041019W80 Macon GA,2020-W-ITF-USA-40A-2020,202041019,W80 Macon GA,Hard,32,80,3458,778494.53
2017-W-WITF-PAR-02A-201715201741106Encarnacion $15K,2017-W-WITF-PAR-02A-2017,201741106,Encarnacion $15K,Clay,32,15,4045,991864.41
2017-W-WITF-BRA-08A-201715201730710Campos Do Jordao $15K,2017-W-WITF-BRA-08A-2017,201730710,Campos Do Jordao $15K,Hard,32,15,3731,444864.47
2016-W-C10-TUR-03A-201610201610118Antalya $10K,2016-W-C10-TUR-03A-2016,201610118,Antalya $10K,Clay,32,10,4483,781551.05
2018-5067C201820430Savannah CH,2018-5067,201820430,Savannah CH,Clay,32,C,3932,654169.97
2019-W-ITF-CHN-26A-2019100201941104W100 Shenzhen,2019-W-ITF-CHN-26A-2019,201941104,W100 Shenzhen,Hard,32,100,3555,991361.02
2021-W-ITF-LAT-01A-202125202120524W25 Liepaja,2021-W-ITF-LAT-01A-2021,202120524,W25 Liepaja,Clay,32,25,4130,837468.08
2017-W-WITF-PAR-01A-201715201741030Asuncion $15K,2017-W-WITF-PAR-01A-2017,201741030,Asuncion $15K,Clay,32,15,2796,567569.73
2016-M007M201610321Miami Masters,2016-M007,201610321,Miami Masters,Hard,128,M,11801,3594553.73
2020-8888A202010106Atp Cup,2020-8888,202010106,Atp Cup,Hard,24,A,2880,665729.36
2017-W-WITF-EGY-15A-201715201720424Cairo $15K,2017-W-WITF-EGY-15A-2017,201720424,Cairo $15K,Clay,31,15,2516,552741.61
2016-W-C100-RUS-01A-2016100201630919Saint Petersburg $100K,2016-W-C100-RUS-01A-2016,201630919,Saint Petersburg $100K,Hard,32,100,2157,405311.18
2019-W-FC-2019-G1-AO-B-M-KOR-POC-01D201910208Fed Cup G1 RR: KOR vs POC,2019-W-FC-2019-G1-AO-B-M-KOR-POC-01,201910208,Fed Cup G1 RR: KOR vs POC,Hard,2,D,229,46843.31
2018-0603C201820618Fergana CH,2018-0603,201820618,Fergana CH,Hard,32,C,2556,521635.61
2020-M-DC-2020-WG2-PO-POL-HKG-01D202010306Davis Cup WG2 PO: POL vs HKG,2020-M-DC-2020-WG2-PO-POL-HKG-01,202010306,Davis Cup WG2 PO: POL vs HKG,Hard,4,D,406,81672.03
2019-W-ITF-FRA-01A-201960201910121W60 Andrezieux Boutheon,2019-W-ITF-FRA-01A-2019,201910121,W60 Andrezieux Boutheon,Hard,32,60,3824,689881.33
2021-W-ITF-TUR-10A-202115202110308W15 Antalya,2021-W-ITF-TUR-10A-2021,202110308,W15 Antalya,Clay,32,15,2521,511755.7
2016-1024I201630919Seoul,2016-1024,201630919,Seoul,Hard,32,I,3170,694944.55
2019-W-ITF-BIH-01A-201915201920603W15 Banja Luka,2019-W-ITF-BIH-01A-2019,201920603,W15 Banja Luka,Clay,32,15,3158,659179.39
2018-M-DC-2018-G2-AO-M-HKG-LBN-01D201820407Davis Cup G2 R2: HKG vs LBN,2018-M-DC-2018-G2-AO-M-HKG-LBN-01,201820407,Davis Cup G2 R2: HKG vs LBN,Hard,4,D,436,88631.46
2019-W-ITF-BRA-02A-201925201910318W25 Curitiba,2019-W-ITF-BRA-02A-2019,201910318,W25 Curitiba,Clay,32,25,3381,622775.4
2019-W-ITF-GER-13A-201925201930812W25 Leipzig,2019-W-ITF-GER-13A-2019,201930812,W25 Leipzig,Clay,32,25,3033,622101.56
2017-W-FC-2017-G2-AM-PPO-ECU-PUR-01D201730722Fed Cup G2 PPO: ECU vs PUR,2017-W-FC-2017-G2-AM-PPO-ECU-PUR-01,201730722,Fed Cup G2 PPO: ECU vs PUR,,2,D,254,51022.93
2017-W-FC-2017-G1-AM-A-M-CAN-BOL-01D201710209Fed Cup G1 RR: CAN vs BOL,2017-W-FC-2017-G1-AM-A-M-CAN-BOL-01,201710209,Fed Cup G1 RR: CAN vs BOL,Hard,2,D,173,34832.31
2019-W-ITF-CHN-05A-201915201910318W15 Xiamen,2019-W-ITF-CHN-05A-2019,201910318,W15 Xiamen,Hard,32,15,2852,704160.22
2016-W-C25-ITA-06A-201625201630711Imola $25K,2016-W-C25-ITA-06A-2016,201630711,Imola $25K,Carpet,32,25,2156,503397.57
2019-7235C201910311Drummondville CH,2019-7235,201910311,Drummondville CH,Hard,64,C,7214,1179681.4
2018-6757C201820618Blois CH,2018-6757,201820618,Blois CH,Clay,32,C,2618,427393.34
2017-M-DC-2017-G1-AM-M-CHI-COL-01D201720407Davis Cup G1 R2: CHI vs COL,2017-M-DC-2017-G1-AM-M-CHI-COL-01,201720407,Davis Cup G1 R2: CHI vs COL,Clay,4,D,446,84268.75
2021-W-ITF-TUN-33A-202115202130816W15 Monastir,2021-W-ITF-TUN-33A-2021,202130816,W15 Monastir,Hard,32,15,3351,704673.1
2018-W-WITF-FRA-05A-201815201810226Macon $15K,2018-W-WITF-FRA-05A-2018,201810226,Macon $15K,Hard,32,15,2964,528958.48
2018-W-WITF-GER-15A-201815201830903Badenweiler 15K,2018-W-WITF-GER-15A-2018,201830903,Badenweiler 15K,Clay,32,15,3215,557253.42
2019-W-ITF-EGY-13A-201915201920415W15 Cairo,2019-W-ITF-EGY-13A-2019,201920415,W15 Cairo,Clay,32,15,3305,751276.65
2017-1074I201741009Hong Kong,2017-1074,201741009,Hong Kong,Hard,32,I,3243,724650.42
2016-7025C201641003Mohammedia CH,2016-7025,201641003,Mohammedia CH,Clay,32,C,3581,671218.96
2018-W-WITF-TUR-28A-201815201841001Antalya $15K,2018-W-WITF-TUR-28A-2018,201841001,Antalya $15K,Hard,32,15,3605,881135.45
2019-W-ITF-ESP-16A-201925201930805W25 Las Palmas de Gran Canaria,2019-W-ITF-ESP-16A-2019,201930805,W25 Las Palmas de Gran Canaria,Clay,32,25,3835,748891.21
2019-9005C201920617Ilkley CH,2019-9005,201920617,Ilkley CH,Grass,64,C,7135,1524029.55
2017-W-WITF-EGY-24A-201715201730904Cairo $15K,2017-W-WITF-EGY-24A-2017,201730904,Cairo $15K,Clay,32,15,3402,783523.41
2016-0637C201641114Champaign CH,2016-0637,201641114,Champaign CH,Hard,32,C,2996,627224.2
2019-W-ITF-ITA-17A-201925201930715W25 Imola,2019-W-ITF-ITA-17A-2019,201930715,W25 Imola,Carpet,32,25,3941,797321.07
2020-7880C202010120Bangkok CH,2020-7880,202010120,Bangkok CH,Hard,64,C,3432,564430.16
2018-9124C201841001Florence  CH,2018-9124,201841001,Florence  CH,Clay,32,C,2680,484929.83
2019-W-ITF-NGR-01A-201925201941007W25 Lagos,2019-W-ITF-NGR-01A-2019,201941007,W25 Lagos,Hard,32,25,2516,550248.53
2016-W-C10-NED-04A-201610201630815Oldenzaal $10K,2016-W-C10-NED-04A-2016,201630815,Oldenzaal $10K,Clay,32,10,3324,658006.4
2017-W-WITF-NGR-01A-201725201741009Lagos $25K,2017-W-WITF-NGR-01A-2017,201741009,Lagos $25K,Hard,32,25,3292,560774.71
2018-6795C201830730Liberec CH,2018-6795,201830730,Liberec CH,Clay,32,C,4407,956236.39
2017-W-FC-2017-G2-EPA-A-M-SWE-NOR-01D201720421Fed Cup G2 RR: SWE vs NOR,2017-W-FC-2017-G2-EPA-A-M-SWE-NOR-01,201720421,Fed Cup G2 RR: SWE vs NOR,Hard,2,D,168,35513.26
2018-W-WITF-SGP-02A-201825201820611Singapore $25K,2018-W-WITF-SGP-02A-2018,201820611,Singapore $25K,Hard,32,25,2524,408489.56
2020-W-ITF-JPN-02A-202025202010302W25 Yokohama,2020-W-ITF-JPN-02A-2020,202010302,W25 Yokohama,Hard,32,25,1425,260364.91
2017-W-WITF-EGY-36A-201715201741127Cairo $15K,2017-W-WITF-EGY-36A-2017,201741127,Cairo $15K,Clay,32,15,3666,577508.84
2018-W-FC-2018-G1-AO-REL-THA-HKG-01D201810210Fed Cup G1 REL: THA vs HKG,2018-W-FC-2018-G1-AO-REL-THA-HKG-01,201810210,Fed Cup G1 REL: THA vs HKG,Hard,2,D,211,42995.69
2019-W-FC-2019-WG2-M-ESP-JPN-01D201910209Fed Cup WG2 R1: ESP vs JPN,2019-W-FC-2019-WG2-M-ESP-JPN-01,201910209,Fed Cup WG2 R1: ESP vs JPN,Hard,4,D,309,64491.13
2017-W-WITF-TUR-30A-201760201730821Artvin $60K,2017-W-WITF-TUR-30A-2017,201730821,Artvin $60K,Hard,32,60,3391,697634.79
2016-W-WITF-EGY-20A-201610201620523Sharm El Sheikh $10K,2016-W-WITF-EGY-20A-2016,201620523,Sharm El Sheikh $10K,Hard,10,10,738,157520.55
2017-W-WITF-IND-01A-201715201710227Gwalior $15K,2017-W-WITF-IND-01A-2017,201710227,Gwalior $15K,Hard,32,15,3395,713630.03
2020-2120C202030831Cordenons CH,2020-2120,202030831,Cordenons CH,Clay,32,C,2679,571846.81
2019-7742C201920513Lisboa CH,2019-7742,201920513,Lisboa CH,Clay,64,C,6567,1071670.89
2020-M004A202010224Acapulco,2020-M004,202010224,Acapulco,Hard,32,A,3391,829870.04
2016-W-C10-EGY-03A-201610201610125Cairo $10K,2016-W-C10-EGY-03A-2016,201610125,Cairo $10K,Clay,30,10,2819,567362.6
2018-0315A201830716Newport,2018-0315,201830716,Newport,Grass,32,A,4300,1042468.28
2018-W-WITF-EGY-18A-201815201830917Cairo $15K,2018-W-WITF-EGY-18A-2018,201830917,Cairo $15K,Clay,32,15,3049,625860.75
2019-W-FC-2019-G2-AM-B-A-M-CUB-DOM-01D201920420Fed Cup G2 RR: CUB vs DOM,2019-W-FC-2019-G2-AM-B-A-M-CUB-DOM-01,201920420,Fed Cup G2 RR: CUB vs DOM,Hard,2,D,138,28736.09
2021-W-ITF-DEN-01A-202115202130726W15 Vejle,2021-W-ITF-DEN-01A-2021,202130726,W15 Vejle,Clay,32,15,2648,635670.58
2016-1087I201610208Kaohsiung,2016-1087,201610208,Kaohsiung,Hard,32,I,3704,875597.64
2018-0825I201830924Tashkent,2018-0825,201830924,Tashkent,Hard,32,I,3684,918272.4
2019-W-ITF-TUR-25A-201915201941007W15 Antalya,2019-W-ITF-TUR-25A-2019,201941007,W15 Antalya,Hard,32,15,3589,759043.46
2018-6486C201810312Irving CH,2018-6486,201810312,Irving CH,Hard,32,C,3625,693204.66
2021-W-ITF-EGY-19A-202115202130719W15 Cairo,2021-W-ITF-EGY-19A-2021,202130719,W15 Cairo,Clay,32,15,2782,613704.87
2021-W-ITF-TUR-09A-202115202110301W15 Antalya,2021-W-ITF-TUR-09A-2021,202110301,W15 Antalya,Clay,32,15,3476,788720.08
2021-2120C202130802Cordenons CH,2021-2120,202130802,Cordenons CH,Clay,32,C,2876,543907.53
2018-7536C201820611Lyon CH,2018-7536,201820611,Lyon CH,Clay,32,C,4239,763570.48
2017-7697C201710206San Francisco CH,2017-7697,201710206,San Francisco CH,Hard,32,C,3596,759576.92
2016-W-C10-GER-03A-201610201630822Nuernberg $10K,2016-W-C10-GER-03A-2016,201630822,Nuernberg $10K,Clay,32,10,4803,1056868.04
2020-W-ITF-TUR-06A-202015202010217W15 Antalya,2020-W-ITF-TUR-06A-2020,202010217,W15 Antalya,Clay,32,15,3868,631468.03
2016-W-C25-MEX-04A-201625201610307Puebla $25K,2016-W-C25-MEX-04A-2016,201610307,Puebla $25K,Hard,32,25,3723,755578.09
2019-W-ITF-USA-09A-201925201920401W25 Jackson MS,2019-W-ITF-USA-09A-2019,201920401,W25 Jackson MS,Clay,32,25,3506,767674.49
2021-W-FC-2021-POS-M-JPN-UKR-01D202120417BJK Cup Playoffs: JPN vs UKR,2021-W-FC-2021-POS-M-JPN-UKR-01,202120417,BJK Cup Playoffs: JPN vs UKR,Clay,4,D,397,77189.88
2018-W-WITF-FRA-02A-201815201810115Petit Bourg Guadeloupe $15K,2018-W-WITF-FRA-02A-2018,201810115,Petit Bourg Guadeloupe $15K,Hard,32,15,3186,679259.47
2017-1005I201720501Rabat,2017-1005,201720501,Rabat,Clay,32,I,4090,566201.29
2020-W-FC-2020-G1-AM-B-M-ARG-MEX-01D202010205Fed Cup G1 RR: ARG vs MEX,2020-W-FC-2020-G1-AM-B-M-ARG-MEX-01,202010205,Fed Cup G1 RR: ARG vs MEX,Clay,2,D,193,38996.94
2016-7395C201641010Buenos Aires CH,2016-7395,201641010,Buenos Aires CH,Clay,32,C,3383,841109.85
2016-W-C10-CRO-07A-201610201641017Bol $10K,2016-W-C10-CRO-07A-2016,201641017,Bol $10K,Clay,32,10,3301,593734.12
