workclass,education
Self-emp-not-inc,HS-grad
?,Some-college
Private,Assoc-voc
Private,Bachelors
Local-gov,Some-college
Private,Some-college
Private,Assoc-voc
Local-gov,Some-college
Private,HS-grad
Private,HS-grad
Private,11th
Private,HS-grad
Private,Bachelors
?,Masters
Private,HS-grad
Private,Masters
Self-emp-inc,HS-grad
Private,12th
State-gov,Some-college
Private,HS-grad
?,HS-grad
Private,Some-college
Self-emp-inc,Bachelors
Private,10th
Private,Masters
Self-emp-inc,Doctorate
Federal-gov,Bachelors
Private,10th
Private,Bachelors
State-gov,Bachelors
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,7th-8th
Private,Assoc-acdm
Private,Some-college
Self-emp-not-inc,Prof-school
Private,Bachelors
Private,HS-grad
?,HS-grad
Private,Masters
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,11th
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,9th
Private,Some-college
Private,Bachelors
Private,11th
Private,7th-8th
Private,Bachelors
Private,Bachelors
Private,HS-grad
State-gov,Some-college
Private,Assoc-acdm
Private,HS-grad
Local-gov,11th
Private,Some-college
Private,Bachelors
Self-emp-not-inc,Bachelors
Private,Masters
Private,Some-college
Private,HS-grad
Self-emp-inc,Assoc-acdm
Private,HS-grad
Self-emp-not-inc,Assoc-acdm
State-gov,Bachelors
Private,Some-college
Private,Assoc-acdm
Federal-gov,Doctorate
Local-gov,Assoc-voc
Private,Bachelors
Private,Some-college
Private,HS-grad
?,Bachelors
Private,HS-grad
Private,Some-college
Private,Some-college
Private,Some-college
?,Some-college
Private,Some-college
Private,HS-grad
Private,Bachelors
Federal-gov,HS-grad
Private,Bachelors
?,10th
Private,7th-8th
Federal-gov,Assoc-voc
?,Some-college
State-gov,Bachelors
Private,12th
?,Some-college
Private,HS-grad
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,7th-8th
?,HS-grad
Private,Some-college
Private,Some-college
?,HS-grad
Private,Assoc-acdm
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Some-college
Federal-gov,HS-grad
Private,Bachelors
Private,Assoc-acdm
State-gov,Bachelors
Self-emp-not-inc,10th
Private,11th
Private,HS-grad
Self-emp-not-inc,Assoc-voc
Self-emp-not-inc,11th
Private,Bachelors
Private,Some-college
Private,HS-grad
?,Some-college
Private,HS-grad
Self-emp-not-inc,11th
Self-emp-not-inc,10th
Private,Assoc-voc
Private,1st-4th
?,10th
Self-emp-not-inc,Some-college
Private,HS-grad
Private,11th
Private,Some-college
?,Masters
State-gov,Masters
Self-emp-not-inc,Bachelors
Private,HS-grad
?,Some-college
Private,HS-grad
Private,11th
Private,HS-grad
Private,HS-grad
Private,Masters
Private,Some-college
?,Some-college
Local-gov,Bachelors
Self-emp-not-inc,7th-8th
Private,HS-grad
Private,Bachelors
Private,Masters
Self-emp-inc,HS-grad
Private,HS-grad
Private,9th
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Assoc-acdm
Private,HS-grad
Private,Some-college
Private,Bachelors
?,Some-college
Private,HS-grad
Local-gov,HS-grad
Local-gov,Assoc-voc
Private,Masters
Private,Some-college
Private,HS-grad
?,Some-college
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,7th-8th
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,11th
Self-emp-inc,Bachelors
Self-emp-not-inc,Assoc-acdm
Federal-gov,Assoc-acdm
Local-gov,Masters
Private,Bachelors
Private,Assoc-voc
Self-emp-not-inc,Some-college
Federal-gov,Doctorate
?,11th
Local-gov,HS-grad
Private,HS-grad
Private,11th
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Some-college
?,12th
Self-emp-inc,Bachelors
Private,HS-grad
Private,Some-college
Local-gov,12th
Private,Bachelors
Private,HS-grad
Federal-gov,Some-college
Self-emp-not-inc,12th
Local-gov,HS-grad
Private,Bachelors
Private,HS-grad
Local-gov,Masters
Private,Assoc-voc
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,9th
Private,HS-grad
Private,Bachelors
Private,Some-college
?,Assoc-acdm
Private,HS-grad
Private,HS-grad
Local-gov,Some-college
Private,Some-college
Private,HS-grad
Private,HS-grad
State-gov,Assoc-voc
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Local-gov,Some-college
Private,Assoc-voc
Private,Some-college
Self-emp-not-inc,HS-grad
Private,Bachelors
Local-gov,Some-college
Self-emp-inc,Some-college
?,10th
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,11th
Private,10th
Federal-gov,Masters
Private,Some-college
Private,Masters
Private,Masters
Private,HS-grad
Self-emp-not-inc,Masters
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,10th
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,9th
Local-gov,Masters
Private,Bachelors
Private,Assoc-voc
Private,10th
Local-gov,Bachelors
Private,HS-grad
Self-emp-not-inc,HS-grad
Local-gov,HS-grad
Private,HS-grad
Private,Masters
Private,Bachelors
Private,10th
Local-gov,Masters
Private,Bachelors
State-gov,Some-college
Private,Bachelors
Private,5th-6th
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Assoc-voc
State-gov,Bachelors
State-gov,Bachelors
Self-emp-not-inc,HS-grad
Private,HS-grad
State-gov,Bachelors
Private,Assoc-voc
Self-emp-not-inc,Some-college
Private,7th-8th
State-gov,Masters
Self-emp-not-inc,Some-college
Self-emp-inc,HS-grad
Private,Bachelors
Private,Some-college
Private,Preschool
Private,HS-grad
Private,HS-grad
Private,Some-college
State-gov,Bachelors
Private,HS-grad
State-gov,HS-grad
Self-emp-not-inc,Bachelors
Federal-gov,Some-college
Private,12th
Private,11th
Private,Masters
Self-emp-not-inc,HS-grad
Self-emp-not-inc,Doctorate
?,Bachelors
Self-emp-inc,Bachelors
Private,Some-college
Self-emp-not-inc,HS-grad
Private,9th
Private,1st-4th
Self-emp-not-inc,Masters
Federal-gov,Some-college
Private,Bachelors
Local-gov,Masters
Local-gov,HS-grad
Private,Bachelors
Private,Bachelors
Private,5th-6th
Private,HS-grad
?,Some-college
Self-emp-not-inc,Some-college
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,10th
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,11th
State-gov,Masters
Private,Bachelors
?,7th-8th
State-gov,Some-college
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
State-gov,Assoc-acdm
Private,Some-college
State-gov,Assoc-acdm
State-gov,HS-grad
Private,Bachelors
Private,Bachelors
Private,Some-college
Self-emp-inc,Bachelors
Private,Some-college
Self-emp-not-inc,Doctorate
?,HS-grad
Private,11th
Private,11th
?,Some-college
Private,Doctorate
Local-gov,11th
Local-gov,Some-college
Private,HS-grad
Private,10th
Local-gov,Masters
Private,Some-college
Private,Some-college
Private,Some-college
Private,HS-grad
State-gov,Bachelors
Private,Some-college
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Bachelors
Self-emp-inc,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,10th
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,11th
Self-emp-not-inc,Prof-school
Local-gov,HS-grad
?,Bachelors
Private,Masters
Private,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Bachelors
State-gov,Bachelors
Private,Assoc-voc
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,Some-college
Self-emp-not-inc,Bachelors
Self-emp-not-inc,Assoc-voc
Local-gov,9th
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,12th
Private,Some-college
Private,HS-grad
Private,Bachelors
Local-gov,HS-grad
Private,HS-grad
Private,Bachelors
State-gov,Bachelors
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Assoc-voc
Private,HS-grad
Private,Assoc-voc
Private,11th
State-gov,HS-grad
Local-gov,Masters
Local-gov,Bachelors
State-gov,Bachelors
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Masters
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,Some-college
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Some-college
State-gov,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Bachelors
?,Assoc-acdm
State-gov,Bachelors
State-gov,Bachelors
Private,HS-grad
State-gov,Bachelors
Private,Assoc-voc
Private,11th
Private,Some-college
Private,Some-college
Private,Assoc-voc
?,HS-grad
State-gov,Bachelors
Private,Some-college
Private,10th
Self-emp-inc,Some-college
Private,HS-grad
Private,12th
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
?,Some-college
Private,HS-grad
Self-emp-not-inc,5th-6th
Private,HS-grad
Private,1st-4th
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,7th-8th
Private,Some-college
Private,HS-grad
Private,Some-college
?,Bachelors
Private,HS-grad
Private,HS-grad
State-gov,Bachelors
Self-emp-not-inc,HS-grad
Private,Doctorate
Local-gov,Bachelors
Local-gov,Masters
Local-gov,HS-grad
Private,Bachelors
Private,Some-college
Private,10th
Local-gov,HS-grad
Local-gov,HS-grad
?,10th
Private,Some-college
Federal-gov,Some-college
Private,HS-grad
Private,HS-grad
Private,Preschool
Federal-gov,Bachelors
Private,Bachelors
Private,HS-grad
Federal-gov,HS-grad
Private,Masters
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Assoc-acdm
Private,Some-college
?,Some-college
?,Bachelors
Private,Some-college
Private,7th-8th
Self-emp-inc,Some-college
Private,HS-grad
?,1st-4th
Private,Assoc-acdm
Private,HS-grad
Private,Bachelors
Private,5th-6th
Private,Assoc-voc
Local-gov,Bachelors
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Doctorate
Federal-gov,Some-college
Private,Bachelors
Local-gov,Masters
Private,Some-college
?,5th-6th
?,HS-grad
Private,HS-grad
Private,HS-grad
Federal-gov,HS-grad
Private,Bachelors
Private,Some-college
?,HS-grad
Private,HS-grad
Private,Masters
Private,HS-grad
State-gov,Some-college
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Local-gov,Some-college
Local-gov,Bachelors
Private,Bachelors
Local-gov,10th
Private,HS-grad
Private,HS-grad
State-gov,Assoc-voc
Self-emp-not-inc,Some-college
Private,Some-college
Private,HS-grad
Private,Some-college
Local-gov,Some-college
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Self-emp-not-inc,Assoc-voc
Private,Bachelors
Private,Some-college
Local-gov,HS-grad
Private,Bachelors
Federal-gov,Masters
Private,Some-college
Private,HS-grad
Self-emp-inc,Prof-school
Private,Some-college
Private,HS-grad
Federal-gov,9th
Self-emp-inc,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
?,HS-grad
Private,Bachelors
Self-emp-not-inc,Some-college
Local-gov,7th-8th
Private,7th-8th
Private,Masters
Private,Masters
Private,Bachelors
Federal-gov,Some-college
Local-gov,HS-grad
Self-emp-not-inc,Bachelors
Private,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,HS-grad
Private,Masters
Private,Some-college
Private,9th
Private,7th-8th
?,HS-grad
Private,Preschool
Self-emp-not-inc,Prof-school
Private,HS-grad
Self-emp-not-inc,Some-college
Private,Some-college
Private,Some-college
Private,9th
Local-gov,Bachelors
Private,Bachelors
Private,Masters
Private,Masters
State-gov,Masters
Private,9th
Private,9th
Private,1st-4th
?,Some-college
?,10th
Private,HS-grad
Private,Bachelors
?,Bachelors
Private,HS-grad
Private,11th
Private,HS-grad
Private,Some-college
?,10th
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,12th
Self-emp-not-inc,10th
?,Some-college
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,Assoc-voc
Private,Some-college
Self-emp-not-inc,Some-college
Private,Assoc-voc
Private,Some-college
Private,HS-grad
Private,Assoc-acdm
Private,Assoc-voc
Private,Bachelors
Self-emp-not-inc,Prof-school
Private,Masters
Private,1st-4th
Private,HS-grad
?,HS-grad
?,Some-college
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Bachelors
Federal-gov,Prof-school
?,HS-grad
Private,Some-college
Private,Masters
Private,Bachelors
Private,Some-college
?,HS-grad
Private,10th
Local-gov,Masters
Self-emp-inc,HS-grad
Self-emp-inc,Some-college
Private,Some-college
Private,HS-grad
Private,7th-8th
Private,Some-college
Private,HS-grad
State-gov,Bachelors
Local-gov,Some-college
Private,HS-grad
Private,HS-grad
?,Assoc-voc
Private,11th
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,9th
Private,HS-grad
Private,Some-college
State-gov,Some-college
Self-emp-not-inc,Assoc-voc
Private,HS-grad
Private,Some-college
Private,Assoc-voc
Private,Bachelors
Self-emp-not-inc,Some-college
Private,HS-grad
Private,Some-college
Private,Some-college
Private,Bachelors
Private,Some-college
?,HS-grad
Private,HS-grad
?,10th
Private,Assoc-voc
Self-emp-inc,Some-college
Private,10th
Private,Some-college
Private,HS-grad
Local-gov,Some-college
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Some-college
Private,Some-college
Private,10th
Private,Masters
Private,11th
Private,Some-college
State-gov,Some-college
?,9th
Private,Assoc-voc
Self-emp-not-inc,HS-grad
?,Some-college
Private,Masters
Private,Bachelors
?,Some-college
Private,Assoc-voc
Self-emp-inc,Some-college
Private,Bachelors
Self-emp-inc,Assoc-voc
State-gov,Prof-school
Self-emp-not-inc,Some-college
Private,Bachelors
Local-gov,Bachelors
Private,Bachelors
Private,HS-grad
Private,Prof-school
?,Some-college
Private,Bachelors
Private,10th
?,Some-college
Private,5th-6th
Self-emp-inc,Bachelors
Private,Some-college
Private,Some-college
Private,Assoc-acdm
Private,HS-grad
Self-emp-inc,Bachelors
Private,HS-grad
?,HS-grad
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,12th
Private,11th
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Some-college
Private,Assoc-acdm
Private,Bachelors
Self-emp-not-inc,Prof-school
Self-emp-not-inc,Some-college
?,Some-college
Private,Bachelors
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,10th
Private,HS-grad
Private,Some-college
Local-gov,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
?,Bachelors
Private,Doctorate
Private,HS-grad
Local-gov,Bachelors
Private,12th
Local-gov,HS-grad
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,10th
Private,Some-college
Private,Bachelors
Private,11th
Private,HS-grad
Private,11th
Local-gov,Some-college
Private,Assoc-acdm
Private,11th
Private,Some-college
Local-gov,Bachelors
Private,HS-grad
Private,Bachelors
Private,Bachelors
Local-gov,Bachelors
Private,HS-grad
Private,Assoc-voc
Private,Some-college
Private,10th
Private,HS-grad
Self-emp-inc,Assoc-acdm
?,Bachelors
Self-emp-inc,Bachelors
Private,Some-college
Private,HS-grad
Private,7th-8th
Private,Some-college
Private,HS-grad
?,Assoc-voc
?,Some-college
Private,Bachelors
Self-emp-not-inc,HS-grad
Private,Assoc-acdm
Private,Some-college
Private,Assoc-voc
Private,9th
Federal-gov,Bachelors
State-gov,Masters
Private,7th-8th
Private,HS-grad
?,Some-college
Private,HS-grad
State-gov,Bachelors
Private,7th-8th
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Some-college
Private,Some-college
Private,Assoc-acdm
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,11th
?,Some-college
Local-gov,11th
Private,10th
Private,11th
Private,Some-college
Private,HS-grad
Private,10th
Private,Assoc-acdm
Private,Assoc-voc
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,9th
Private,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Assoc-acdm
Federal-gov,HS-grad
Private,HS-grad
Self-emp-inc,Doctorate
Private,Bachelors
Private,12th
Local-gov,HS-grad
Private,HS-grad
?,Some-college
Local-gov,HS-grad
Private,Masters
Private,Some-college
Private,Bachelors
?,Some-college
Private,10th
Private,Some-college
Private,Some-college
Private,HS-grad
Self-emp-inc,Prof-school
?,10th
Federal-gov,Bachelors
Private,HS-grad
?,Masters
Private,Masters
Federal-gov,Masters
Private,HS-grad
State-gov,Some-college
Self-emp-inc,Bachelors
Private,Some-college
Private,HS-grad
Private,Some-college
Private,Prof-school
Private,Some-college
Private,Doctorate
Private,Some-college
Private,10th
Private,Assoc-voc
Self-emp-inc,Prof-school
State-gov,Some-college
Self-emp-not-inc,12th
Self-emp-not-inc,Assoc-acdm
Private,Bachelors
Private,HS-grad
Local-gov,Masters
Private,Bachelors
Self-emp-not-inc,HS-grad
Private,11th
?,Bachelors
Private,Bachelors
Local-gov,Masters
Self-emp-not-inc,Some-college
Private,Some-college
Private,Some-college
Private,Assoc-voc
Self-emp-inc,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
State-gov,7th-8th
State-gov,Some-college
Private,HS-grad
Private,12th
Self-emp-not-inc,11th
Private,Bachelors
State-gov,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
?,HS-grad
Private,Assoc-acdm
Self-emp-not-inc,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Some-college
?,Some-college
Private,Bachelors
Private,Masters
Private,Masters
Private,Assoc-acdm
Private,Assoc-acdm
Private,HS-grad
Private,Masters
Private,Bachelors
Private,Some-college
Private,Bachelors
Private,11th
Private,HS-grad
Private,HS-grad
?,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Masters
Local-gov,HS-grad
Private,9th
Private,Assoc-acdm
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
?,Bachelors
Private,12th
Self-emp-not-inc,5th-6th
State-gov,Doctorate
Private,Bachelors
Private,HS-grad
Private,11th
Private,Bachelors
Private,Some-college
?,1st-4th
Private,7th-8th
Self-emp-inc,Bachelors
Self-emp-not-inc,Masters
Private,HS-grad
Self-emp-not-inc,11th
Private,Bachelors
Private,Bachelors
Private,Some-college
State-gov,Some-college
Federal-gov,Some-college
Private,Some-college
Self-emp-not-inc,HS-grad
Self-emp-not-inc,Some-college
Self-emp-not-inc,Assoc-voc
Private,Bachelors
Private,HS-grad
Private,Some-college
Self-emp-not-inc,Some-college
Private,HS-grad
Private,12th
?,Some-college
?,Bachelors
Private,11th
Local-gov,HS-grad
Federal-gov,Some-college
Private,7th-8th
Self-emp-not-inc,Some-college
Private,12th
Private,Bachelors
Private,11th
Private,Some-college
Private,Assoc-voc
Private,10th
Private,HS-grad
Self-emp-not-inc,11th
Private,Bachelors
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,Bachelors
State-gov,Doctorate
Private,Bachelors
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,Bachelors
Local-gov,Masters
?,11th
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Assoc-acdm
Private,Bachelors
Private,9th
State-gov,Bachelors
Private,Assoc-acdm
Private,Bachelors
Private,11th
?,Some-college
?,Assoc-acdm
Private,HS-grad
Private,Bachelors
State-gov,Some-college
Private,HS-grad
Private,Assoc-acdm
Private,HS-grad
Private,Bachelors
Self-emp-inc,Masters
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,HS-grad
Local-gov,Bachelors
Private,HS-grad
